customer_id,customer_segment
C021841,Corporate
C007626,Consumer
C009729,Corporate
C014060,Corporate
C014163,Consumer
C011668,Corporate
C024522,Corporate
C020891,Consumer
C016760,Consumer
C020579,Consumer
C010253,Corporate
C015111,Corporate
C013680,Consumer
C021981,Consumer
C008573,Consumer
C015802,Consumer
C011126,Corporate
C013769,Consumer
C021598,Home Office
C024420,Consumer
C003518,Corporate
C015779,Corporate
C002098,Consumer
C012465,Corporate
C012950,Home Office
C000707,Consumer
C024714,Corporate
C023537,Consumer
C011028,Consumer
C004435,Consumer
C024071,Corporate
C014959,Corporate
C011762,Corporate
C024409,Consumer
C000033,Home Office
C018963,Consumer
C015883,Consumer
C019492,Consumer
C018863,Consumer
C019876,Corporate
C019486,Consumer
C023004,Consumer
C005434,Home Office
C015629,Corporate
C006298,Consumer
C017152,Consumer
C020674,Corporate
C020160,Corporate
C014530,Consumer
C004041,Corporate
C002364,Home Office
C016191,Home Office
C024742,Consumer
C006547,Corporate
C014227,Corporate
C002088,Consumer
C023094,Corporate
C001409,Consumer
C019088,Consumer
C014894,Consumer
C022056,Consumer
C012941,Consumer
C007979,Corporate
C006349,Consumer
C005131,Corporate
C003967,Consumer
C003824,Consumer
C021881,Consumer
C000465,Consumer
C024501,Consumer
C017073,Corporate
C007011,Consumer
C009859,Consumer
C002404,Consumer
C016106,Consumer
C016079,Consumer
C019505,Consumer
C017384,Corporate
C022066,Consumer
C021552,Consumer
C003266,Home Office
C009792,Home Office
C023292,Consumer
C009413,Corporate
C012377,Corporate
C003972,Corporate
C002231,Consumer
C023577,Consumer
C005042,Corporate
C013417,Consumer
C008162,Corporate
C010725,Consumer
C023654,Corporate
C017790,Consumer
C008345,Consumer
C012542,Consumer
C000370,Consumer
C006610,Corporate
C000550,Corporate
C018205,Consumer
C023289,Consumer
C016868,Home Office
C009451,Corporate
C021100,Consumer
C009363,Consumer
C020588,Consumer
C012174,Corporate
C013656,Corporate
C022798,Corporate
C014535,Corporate
C000629,Corporate
C005574,Corporate
C020924,Home Office
C022613,Consumer
C014261,Corporate
C006842,Corporate
C016659,Corporate
C011112,Corporate
C008299,Consumer
C009932,Consumer
C019618,Consumer
C016377,Consumer
C024268,Consumer
C013898,Consumer
C014697,Consumer
C009926,Home Office
C011790,Home Office
C015231,Consumer
C009954,Consumer
C017779,Corporate
C001464,Home Office
C012699,Consumer
C000023,Corporate
C022578,Consumer
C017683,Consumer
C016039,Corporate
C004133,Consumer
C014652,Consumer
C014901,Corporate
C006660,Consumer
C001320,Consumer
C018025,Consumer
C001848,Consumer
C014760,Home Office
C016658,Corporate
C018774,Consumer
C017239,Consumer
C001237,Corporate
C017904,Corporate
C015759,Consumer
C001472,Consumer
C021520,Corporate
C010652,Consumer
C016926,Corporate
C018699,Consumer
C019006,Consumer
C018589,Consumer
C018442,Consumer
C007595,Corporate
C021356,Corporate
C008427,Consumer
C012945,Corporate
C009657,Consumer
C024559,Consumer
C003838,Home Office
C020474,Corporate
C023657,Consumer
C013076,Consumer
C000680,Consumer
C012993,Corporate
C023705,Corporate
C001176,Consumer
C004903,Home Office
C002216,Consumer
C004656,Corporate
C012691,Consumer
C017913,Consumer
C010913,Corporate
C008109,Corporate
C007508,Consumer
C001914,Consumer
C010507,Consumer
C017235,Consumer
C017777,Consumer
C009374,Home Office
C009786,Consumer
C022504,Consumer
C011696,Consumer
C016425,Consumer
C020867,Corporate
C012202,Consumer
C018647,Corporate
C018011,Consumer
C017210,Corporate
C011527,Consumer
C000160,Corporate
C003399,Corporate
C012516,Consumer
C002099,Consumer
C001171,Consumer
C004224,Consumer
C018487,Corporate
C007197,Home Office
C023852,Corporate
C023722,Consumer
C009565,Consumer
C005571,Corporate
C013535,Home Office
C015982,Consumer
C006493,Consumer
C009367,Consumer
C022569,Consumer
C007909,Consumer
C010841,Home Office
C005992,Consumer
C020478,Consumer
C012759,Consumer
C001643,Home Office
C021334,Corporate
C012686,Corporate
C017015,Consumer
C013904,Corporate
C019950,Consumer
C000111,Consumer
C017436,Consumer
C011023,Consumer
C014216,Corporate
C009085,Consumer
C016512,Consumer
C010116,Consumer
C011578,Consumer
C005915,Consumer
C011069,Consumer
C007640,Consumer
C004699,Consumer
C008293,Home Office
C020724,Consumer
C008196,Corporate
C023795,Consumer
C005330,Consumer
C006241,Consumer
C018983,Consumer
C019717,Consumer
C015812,Corporate
C020540,Consumer
C003801,Corporate
C012528,Home Office
C017438,Corporate
C000504,Consumer
C006051,Consumer
C022996,Consumer
C007850,Consumer
C004285,Consumer
C019145,Consumer
C008061,Home Office
C024010,Corporate
C010621,Corporate
C002464,Consumer
C003939,Consumer
C002777,Consumer
C022246,Consumer
C024948,Corporate
C003912,Home Office
C018898,Consumer
C014276,Home Office
C023236,Consumer
C012437,Consumer
C014677,Home Office
C005272,Home Office
C012135,Corporate
C018865,Corporate
C024759,Home Office
C019248,Corporate
C019604,Consumer
C012238,Consumer
C001589,Corporate
C004391,Consumer
C018544,Consumer
C018642,Corporate
C012510,Corporate
C016595,Corporate
C009592,Consumer
C013859,Corporate
C018613,Consumer
C018501,Consumer
C012586,Consumer
C003226,Consumer
C017360,Consumer
C001246,Consumer
C016910,Corporate
C011463,Corporate
C017128,Home Office
C017728,Consumer
C018138,Corporate
C022957,Consumer
C021729,Consumer
C023174,Corporate
C011372,Consumer
C015509,Home Office
C022475,Corporate
C016098,Corporate
C000833,Corporate
C009404,Corporate
C018835,Consumer
C020791,Consumer
C012663,Corporate
C012800,Consumer
C000278,Corporate
C000241,Home Office
C018707,Consumer
C024978,Consumer
C000174,Home Office
C017846,Consumer
C018056,Corporate
C009647,Consumer
C011306,Corporate
C000719,Home Office
C016032,Corporate
C008587,Consumer
C021602,Consumer
C005487,Consumer
C002374,Consumer
C008960,Consumer
C001903,Consumer
C021197,Consumer
C016743,Consumer
C022117,Consumer
C001768,Consumer
C003829,Consumer
C000225,Consumer
C006069,Consumer
C006433,Consumer
C020978,Corporate
C010414,Corporate
C005549,Corporate
C010235,Home Office
C014059,Consumer
C017262,Home Office
C019833,Consumer
C012706,Corporate
C016200,Home Office
C021501,Home Office
C010505,Home Office
C016625,Corporate
C017090,Home Office
C000737,Corporate
C017784,Consumer
C014926,Consumer
C005714,Consumer
C005109,Consumer
C009234,Corporate
C015022,Consumer
C009227,Corporate
C021616,Corporate
C021686,Home Office
C008312,Corporate
C021683,Consumer
C014767,Corporate
C009850,Corporate
C019812,Corporate
C019513,Consumer
C015440,Consumer
C008333,Consumer
C022852,Corporate
C005768,Consumer
C018807,Corporate
C007174,Consumer
C004515,Corporate
C021724,Consumer
C017041,Corporate
C002321,Home Office
C004486,Consumer
C009221,Consumer
C015445,Home Office
C017682,Corporate
C005739,Home Office
C019183,Corporate
C010746,Corporate
C006749,Corporate
C013788,Consumer
C015148,Corporate
C018067,Consumer
C013673,Consumer
C001016,Consumer
C011898,Corporate
C008119,Consumer
C023609,Consumer
C001695,Home Office
C009594,Consumer
C023933,Corporate
C000171,Consumer
C002920,Corporate
C011358,Consumer
C000486,Consumer
C022701,Consumer
C005957,Corporate
C021514,Home Office
C013715,Corporate
C006339,Consumer
C009548,Consumer
C023350,Consumer
C001646,Consumer
C019814,Consumer
C021582,Consumer
C017374,Consumer
C010029,Consumer
C019393,Consumer
C011124,Consumer
C000753,Corporate
C002794,Consumer
C018883,Consumer
C010066,Home Office
C005545,Consumer
C007486,Consumer
C009410,Consumer
C007754,Corporate
C003534,Consumer
C003267,Consumer
C008107,Consumer
C005238,Home Office
C009488,Corporate
C006135,Consumer
C006823,Consumer
C021456,Consumer
C023109,Home Office
C002878,Consumer
C005983,Home Office
C000527,Consumer
C019954,Consumer
C001349,Corporate
C011663,Corporate
C015783,Consumer
C003372,Consumer
C023970,Corporate
C009126,Consumer
C013037,Consumer
C011478,Corporate
C006332,Consumer
C021214,Consumer
C009691,Corporate
C018372,Corporate
C015559,Corporate
C001296,Home Office
C001573,Corporate
C005556,Consumer
C011489,Corporate
C016386,Consumer
C022369,Corporate
C011712,Consumer
C008876,Consumer
C022237,Consumer
C020250,Consumer
C022139,Consumer
C007917,Corporate
C022083,Consumer
C011903,Corporate
C019831,Consumer
C014712,Consumer
C002760,Consumer
C006201,Consumer
C011986,Corporate
C015541,Consumer
C004406,Home Office
C016315,Consumer
C018106,Corporate
C020888,Consumer
C016604,Consumer
C005354,Corporate
C017702,Consumer
C018307,Home Office
C014736,Consumer
C005546,Consumer
C008077,Consumer
C011908,Corporate
C024958,Consumer
C015106,Consumer
C016610,Corporate
C024795,Consumer
C018122,Home Office
C003118,Consumer
C018083,Corporate
C006975,Home Office
C017245,Consumer
C019044,Consumer
C019941,Consumer
C012973,Consumer
C019829,Consumer
C002842,Corporate
C001048,Consumer
C022387,Consumer
C020603,Corporate
C013363,Consumer
C022093,Corporate
C007226,Consumer
C019194,Consumer
C004938,Consumer
C023671,Consumer
C011701,Consumer
C024836,Consumer
C022517,Corporate
C002984,Corporate
C010770,Corporate
C016603,Consumer
C024284,Home Office
C016676,Corporate
C000032,Corporate
C005378,Corporate
C011493,Consumer
C014234,Corporate
C021016,Consumer
C005188,Consumer
C006353,Home Office
C013783,Consumer
C009354,Corporate
C007115,Consumer
C015351,Consumer
C001874,Corporate
C002716,Corporate
C003310,Consumer
C016253,Consumer
C009143,Consumer
C022458,Corporate
C002932,Corporate
C002592,Home Office
C021392,Consumer
C011261,Consumer
C001387,Consumer
C009050,Corporate
C012599,Home Office
C012080,Consumer
C004306,Consumer
C001506,Corporate
C001100,Corporate
C010979,Home Office
C023464,Corporate
C022793,Consumer
C009204,Consumer
C010973,Corporate
C022112,Corporate
C015713,Consumer
C013655,Consumer
C003620,Home Office
C018234,Corporate
C006245,Consumer
C022377,Consumer
C020486,Consumer
C017145,Consumer
C024333,Corporate
C006884,Corporate
C017223,Consumer
C020349,Corporate
C000614,Home Office
C019177,Consumer
C021990,Consumer
C018677,Corporate
C008765,Consumer
C003023,Consumer
C011123,Corporate
C019485,Corporate
C002144,Corporate
C006653,Consumer
C014566,Corporate
C010579,Home Office
C003994,Home Office
C005233,Corporate
C006387,Corporate
C022360,Consumer
C001954,Corporate
C002840,Consumer
C024224,Consumer
C024330,Home Office
C012596,Consumer
C014649,Home Office
C009156,Corporate
C001037,Consumer
C022459,Consumer
C017732,Corporate
C017533,Home Office
C010331,Consumer
C016412,Consumer
C002844,Corporate
C010742,Corporate
C017098,Corporate
C010852,Corporate
C014755,Corporate
C006957,Home Office
C002917,Corporate
C015479,Corporate
C013298,Corporate
C004749,Consumer
C021229,Corporate
C020269,Consumer
C006554,Consumer
C010698,Corporate
C021472,Consumer
C022063,Corporate
C000206,Consumer
C011316,Corporate
C006611,Corporate
C014348,Consumer
C015455,Consumer
C016728,Corporate
C001113,Consumer
C003648,Consumer
C004000,Corporate
C005867,Consumer
C024740,Corporate
C002904,Consumer
C000208,Home Office
C013982,Consumer
C023047,Consumer
C013026,Corporate
C021481,Home Office
C019562,Corporate
C022095,Corporate
C022679,Consumer
C017375,Home Office
C017259,Consumer
C015689,Consumer
C023590,Consumer
C024287,Consumer
C022585,Corporate
C010871,Corporate
C001124,Consumer
C024966,Consumer
C007553,Home Office
C021114,Corporate
C008860,Corporate
C016577,Consumer
C000561,Consumer
C004848,Corporate
C010329,Consumer
C003851,Home Office
C014966,Corporate
C003802,Corporate
C010753,Consumer
C015839,Consumer
C015996,Corporate
C020067,Corporate
C020077,Corporate
C003666,Corporate
C013845,Home Office
C004783,Consumer
C015963,Corporate
C008502,Consumer
C023183,Corporate
C007154,Consumer
C016975,Consumer
C022850,Corporate
C007386,Home Office
C018846,Consumer
C009834,Corporate
C017648,Consumer
C020577,Consumer
C019113,Corporate
C003185,Corporate
C004762,Consumer
C021336,Corporate
C010598,Corporate
C000916,Consumer
C023652,Consumer
C003243,Home Office
C016142,Corporate
C024983,Consumer
C012507,Corporate
C001496,Corporate
C024041,Home Office
C005164,Consumer
C005841,Corporate
C021267,Corporate
C013263,Home Office
C019928,Consumer
C004620,Consumer
C004735,Corporate
C022079,Home Office
C024463,Consumer
C000397,Consumer
C015510,Consumer
C013299,Consumer
C014248,Consumer
C016292,Consumer
C017349,Corporate
C022019,Home Office
C006057,Corporate
C002797,Consumer
C017185,Consumer
C012412,Consumer
C017233,Corporate
C013187,Corporate
C017881,Consumer
C024523,Consumer
C010394,Corporate
C001283,Consumer
C011884,Corporate
C011654,Corporate
C020394,Consumer
C010238,Home Office
C007556,Consumer
C009975,Corporate
C000780,Consumer
C012988,Home Office
C009916,Consumer
C012195,Consumer
C011656,Corporate
C005215,Consumer
C010079,Consumer
C014638,Consumer
C010487,Home Office
C007636,Consumer
C009110,Consumer
C006403,Consumer
C023691,Consumer
C012850,Corporate
C009566,Consumer
C006382,Consumer
C015871,Corporate
C022040,Corporate
C023790,Consumer
C011992,Consumer
C013932,Consumer
C013358,Consumer
C003315,Consumer
C012627,Consumer
C024230,Home Office
C017253,Corporate
C008873,Corporate
C004734,Consumer
C015264,Corporate
C021010,Corporate
C012137,Home Office
C016750,Consumer
C014854,Corporate
C012426,Corporate
C020103,Consumer
C002591,Corporate
C019533,Corporate
C004131,Consumer
C010584,Consumer
C009258,Consumer
C000851,Corporate
C003526,Corporate
C003711,Consumer
C004595,Corporate
C020299,Consumer
C010822,Consumer
C010562,Consumer
C024227,Consumer
C020712,Consumer
C022700,Corporate
C008943,Home Office
C001699,Consumer
C014374,Consumer
C013767,Consumer
C011166,Consumer
C015227,Consumer
C020428,Corporate
C019891,Consumer
C020166,Home Office
C003153,Corporate
C004900,Corporate
C016108,Corporate
C021400,Consumer
C010835,Corporate
C009267,Corporate
C013476,Consumer
C020947,Home Office
C014158,Corporate
C003187,Home Office
C013843,Consumer
C006641,Corporate
C008565,Corporate
C011343,Consumer
C012185,Consumer
C019052,Corporate
C003025,Consumer
C020022,Consumer
C017902,Consumer
C007047,Consumer
C021849,Corporate
C024419,Consumer
C000881,Consumer
C007220,Consumer
C021083,Corporate
C009618,Consumer
C023190,Corporate
C004639,Consumer
C024534,Consumer
C006961,Corporate
C001820,Corporate
C008882,Corporate
C005343,Consumer
C015832,Consumer
C000143,Consumer
C014748,Corporate
C016141,Consumer
C009883,Home Office
C007505,Consumer
C020438,Corporate
C011912,Consumer
C001196,Corporate
C012636,Consumer
C016540,Consumer
C000246,Consumer
C008400,Consumer
C010293,Corporate
C024536,Consumer
C020140,Consumer
C018274,Home Office
C008855,Consumer
C015411,Consumer
C015709,Corporate
C012415,Consumer
C008341,Consumer
C021794,Consumer
C019407,Consumer
C010568,Corporate
C015262,Corporate
C009833,Corporate
C000602,Consumer
C008824,Consumer
C011533,Home Office
C019919,Corporate
C024738,Corporate
C016314,Consumer
C003024,Home Office
C016230,Consumer
C010479,Corporate
C004374,Consumer
C015155,Consumer
C003689,Consumer
C011623,Home Office
C012256,Home Office
C019864,Corporate
C016636,Home Office
C019817,Consumer
C019894,Consumer
C013598,Consumer
C011464,Corporate
C020418,Corporate
C012630,Consumer
C010008,Consumer
C007683,Corporate
C017849,Consumer
C000253,Corporate
C003129,Corporate
C010347,Corporate
C006647,Consumer
C011788,Consumer
C004709,Corporate
C024762,Consumer
C007971,Consumer
C022541,Consumer
C007344,Consumer
C009957,Consumer
C010813,Home Office
C012584,Corporate
C010518,Corporate
C007518,Corporate
C018007,Corporate
C009039,Corporate
C016901,Consumer
C011916,Corporate
C004863,Corporate
C005633,Consumer
C011975,Home Office
C018455,Consumer
C022835,Consumer
C007202,Home Office
C014434,Corporate
C018636,Consumer
C018829,Consumer
C003688,Consumer
C023904,Consumer
C023212,Consumer
C023989,Home Office
C018370,Consumer
C021236,Consumer
C006402,Corporate
C019572,Consumer
C017845,Consumer
C001327,Consumer
C007513,Consumer
C003049,Consumer
C015868,Consumer
C006985,Consumer
C009795,Consumer
C002203,Consumer
C003299,Consumer
C005981,Consumer
C024588,Corporate
C007397,Consumer
C021885,Corporate
C020310,Home Office
C014482,Consumer
C010873,Home Office
C006708,Consumer
C007960,Corporate
C012829,Consumer
C014937,Consumer
C005127,Corporate
C022989,Home Office
C003191,Corporate
C016953,Consumer
C005162,Consumer
C011133,Consumer
C013906,Corporate
C015105,Corporate
C020154,Corporate
C005350,Home Office
C004587,Corporate
C020443,Consumer
C024446,Consumer
C022642,Corporate
C022461,Corporate
C014951,Consumer
C020686,Home Office
C009974,Corporate
C013594,Consumer
C019861,Home Office
C007394,Consumer
C019918,Corporate
C015233,Consumer
C003960,Corporate
C019456,Consumer
C013201,Corporate
C017324,Corporate
C004256,Corporate
C011993,Corporate
C023286,Consumer
C015152,Consumer
C017599,Consumer
C017502,Consumer
C008958,Consumer
C020231,Consumer
C006191,Home Office
C009393,Consumer
C002455,Consumer
C017900,Corporate
C001188,Corporate
C007183,Corporate
C004039,Consumer
C007969,Consumer
C007995,Consumer
C008493,Consumer
C018005,Corporate
C013165,Corporate
C007316,Consumer
C017097,Corporate
C015829,Consumer
C020247,Consumer
C018252,Consumer
C005861,Home Office
C007114,Consumer
C021675,Consumer
C012823,Corporate
C006812,Consumer
C006027,Consumer
C017679,Home Office
C009078,Consumer
C002036,Corporate
C014238,Consumer
C021335,Corporate
C014910,Consumer
C020334,Consumer
C016331,Corporate
C013591,Consumer
C013652,Corporate
C001994,Corporate
C006348,Home Office
C019621,Consumer
C006854,Corporate
C023890,Home Office
C002767,Corporate
C016287,Consumer
C015606,Consumer
C015498,Consumer
C011778,Corporate
C023504,Home Office
C016986,Corporate
C019231,Home Office
C004829,Corporate
C007382,Consumer
C024110,Consumer
C010046,Corporate
C005756,Corporate
C023060,Corporate
C006344,Corporate
C017730,Consumer
C013541,Corporate
C017873,Consumer
C001102,Corporate
C001501,Consumer
C002259,Corporate
C017561,Home Office
C011655,Consumer
C009846,Consumer
C000372,Corporate
C019840,Consumer
C010446,Corporate
C017460,Consumer
C010441,Consumer
C016044,Consumer
C006756,Corporate
C017765,Consumer
C023481,Consumer
C014265,Consumer
C015915,Consumer
C021833,Consumer
C002618,Consumer
C001891,Consumer
C023703,Consumer
C022482,Consumer
C012493,Corporate
C005927,Consumer
C018808,Home Office
C009431,Consumer
C002334,Consumer
C008693,Consumer
C005246,Home Office
C010527,Corporate
C012812,Consumer
C020623,Consumer
C018783,Corporate
C017408,Home Office
C024709,Home Office
C022052,Corporate
C021057,Consumer
C015144,Consumer
C023553,Consumer
C003861,Corporate
C023336,Corporate
C010332,Consumer
C000319,Home Office
C015922,Consumer
C024485,Corporate
C018358,Consumer
C022167,Consumer
C005920,Corporate
C013756,Corporate
C011388,Consumer
C005209,Consumer
C016475,Corporate
C013029,Consumer
C011755,Consumer
C001610,Corporate
C018894,Home Office
C006963,Consumer
C015736,Corporate
C003748,Consumer
C024904,Consumer
C024618,Corporate
C004088,Corporate
C009423,Corporate
C009698,Consumer
C000122,Consumer
C019397,Consumer
C006703,Corporate
C024178,Consumer
C020397,Consumer
C022314,Consumer
C000071,Corporate
C008188,Home Office
C021347,Corporate
C010714,Consumer
C016250,Consumer
C010984,Corporate
C012506,Consumer
C004960,Consumer
C019937,Home Office
C018240,Consumer
C014064,Consumer
C003738,Consumer
C003715,Home Office
C013566,Corporate
C012058,Consumer
C000429,Corporate
C020094,Corporate
C012381,Consumer
C016874,Corporate
C011576,Consumer
C018066,Corporate
C022948,Consumer
C012083,Home Office
C002069,Consumer
C024125,Consumer
C011324,Corporate
C004266,Consumer
C006267,Corporate
C004842,Consumer
C013578,Consumer
C016049,Corporate
C002070,Consumer
C002285,Home Office
C012226,Corporate
C011042,Corporate
C003123,Consumer
C009960,Consumer
C024851,Consumer
C006317,Consumer
C021642,Corporate
C013915,Consumer
C022102,Consumer
C024461,Consumer
C000126,Consumer
C011621,Corporate
C015860,Consumer
C016305,Corporate
C002207,Consumer
C012696,Corporate
C022345,Corporate
C005146,Consumer
C018626,Corporate
C001622,Home Office
C021892,Corporate
C011664,Corporate
C008129,Consumer
C024863,Consumer
C022769,Home Office
C001802,Consumer
C011187,Consumer
C010800,Consumer
C007578,Consumer
C022463,Corporate
C002734,Corporate
C017854,Consumer
C001449,Corporate
C013839,Consumer
C021246,Consumer
C004217,Consumer
C022401,Consumer
C015178,Corporate
C012951,Consumer
C021962,Consumer
C008285,Consumer
C002796,Corporate
C010703,Consumer
C004511,Consumer
C008484,Consumer
C013662,Home Office
C008993,Consumer
C003957,Consumer
C019787,Consumer
C006215,Consumer
C019507,Consumer
